geography code,outcode,postcodes,Welsh speaking ability: Total: All usual residents aged 3 years and over,Welsh speaking ability: Cannot speak Welsh,Welsh speaking ability: Can speak Welsh
W00000477,LL55,"LL55 1ET, LL55 1EU, LL55 1EY, LL55 1HA, LL55 1HB, LL55 1HN, LL55 1HP, LL55 1HW, LL55 1HY, LL55 1LB",268,39,229
W00000478,LL55,"LL55 1BP, LL55 1PD, LL55 1PE, LL55 1PF, LL55 1PG, LL55 1PL",218,36,182
W00000622,LL56,"LL56 4PF, LL56 4TJ, LL56 4TX, LL56 4TZ, LL56 4UQ",446,87,359
W00000627,LL56,"LL56 4JG, LL56 4JN, LL56 4JP, LL56 4JS, LL56 4JT, LL56 4JW, LL56 4QJ, LL56 4QS, LL56 4QX, LL56 4QY, LL56 4QZ, LL56 4XA",338,192,146
W00000623,LL56,"LL56 4NQ, LL56 4RQ, LL56 4RZ, LL56 4SJ, LL56 4SQ, LL56 4SX",247,70,177
W00000522,LL56,"LL56 4JU, LL56 4JX, LL56 4QA, LL56 4QB, LL56 4QD, LL56 4QE, LL56 4QT, LL57 2NP, LL57 2NX, LL57 2RX, LL57 2SQ, LL57 4BF, LL57 4BH, LL57 4BL, LL57 4BN, LL57 4BP, LL57 4BS, LL57 4BT, LL57 4BU, LL57 4BW, LL57 4DE, LL57 4DF, LL57 4DY, LL57 4EA, LL57 4EG, LL57 4EZ, LL57 4FA, LL57 4FB, LL57 4FD, LL57 4FE, LL57 4FG, LL57 4FH, LL57 4FN, LL57 4FP, LL57 4HJ, LL57 4UY, LL57 4YA, LL57 4YB",282,131,151
W00000624,LL56,"LL56 4HJ, LL56 4HQ, LL56 4HX, LL56 4UJ, LL56 4UX, LL56 4UZ, LL56 4YJ, LL56 4YQ, LL56 4YX, LL56 4ZY",265,74,191
W00000626,LL56,"LL56 4AB, LL56 4JB, LL56 4JD, LL56 4JH, LL56 4JJ, LL56 4JL, LL56 4JQ, LL56 4JR, LL56 4JY, LL56 4JZ, LL56 4QG, LL56 4QH, LL56 4QL, LL56 4QN, LL56 4QP, LL56 4QQ, LL56 4QW",327,82,245
W00000628,LL56,"LL56 4HZ, LL56 4JA, LL56 4JE, LL56 4JF, LL56 4PA, LL56 4PB, LL56 4PD, LL56 4PE, LL56 4PJ, LL56 4PX, LL56 4PZ, LL56 4QR, LL56 4XD, LL57 1HA, LL57 1HP",302,132,170
W00000372,LL57,"LL57 2TP, LL57 2TS, LL57 2UD, LL57 2UE, LL57 2UF, LL57 2UH",292,164,128
W00000373,LL57,"LL57 2TT, LL57 2TU, LL57 2UA, LL57 2UB, LL57 2WJ, LL57 2WL, LL57 2ZD",261,153,108
W00000374,LL57,"LL57 2EZ, LL57 2HS, LL57 2HT, LL57 2HU, LL57 2HY, LL57 2TR",264,110,154
W00000375,LL57,"LL57 2GY, LL57 2GZ, LL57 2LA, LL57 2LF, LL57 2PA",277,135,142
W00000367,LL57,"LL57 3SN, LL57 3SU, LL57 3SY, LL57 3TA, LL57 3TB, LL57 3TD, LL57 3TE, LL57 3TF, LL57 3TG, LL57 3TJ, LL57 3UE, LL57 3UL",338,92,246
W00000362,LL57,"LL57 2BS, LL57 2BU, LL57 2DA, LL57 2RR, LL57 2SF, LL57 2SH, LL57 2SL, LL57 2SN, LL57 2SP, LL57 2SR, LL57 2SS, LL57 2ST, LL57 2SU, LL57 2SW, LL57 2SY, LL57 2TB, LL57 2TG",360,213,147
W00000370,LL57,"LL57 2AZ, LL57 2LB, LL57 2LG, LL57 2LH, LL57 2LL, LL57 2TY",255,100,155
W00000319,LL57,"LL57 1EX, LL57 1HF, LL57 1HG, LL57 1HH, LL57 1HN, LL57 1HR, LL57 1HS, LL57 1HT, LL57 1HY, LL57 1PA, LL57 1RH, LL57 1RR, LL57 1SA",255,197,58
W00000318,LL57,"LL57 1AA, LL57 1DN, LL57 1DR, LL57 1DS, LL57 1DT, LL57 1DX, LL57 1DY, LL57 1EB, LL57 1ED, LL57 1EE, LL57 1EF, LL57 1EL, LL57 1EN, LL57 1ER, LL57 1ES, LL57 1ET, LL57 1EU, LL57 1EY, LL57 1EZ, LL57 1HB, LL57 1HD, LL57 1HE, LL57 1HJ, LL57 1HL, LL57 1HW, LL57 1LA, LL57 1LH, LL57 1LL, LL57 1LN, LL57 1LP, LL57 1NT, LL57 1NU, LL57 1NW, LL57 1NX, LL57 1NY, LL57 1NZ, LL57 1PB, LL57 1PE, LL57 1PR, LL57 1PT, LL57 1PU, LL57 1RB, LL57 1RE, LL57 1RF, LL57 1RL, LL57 1RN, LL57 1RP, LL57 1RS, LL57 1RT, LL57 1RU, LL57 1RW, LL57 1RY, LL57 1UA, LL57 1UB, LL57 1UR, LL57 1UU, LL57 1UW, LL57 1WY, LL57 1XA, LL57 2RE, LL57 2RF, LL57 2RG, LL57 2RN, LL57 2RW",367,266,101
W00000317,LL57,"LL57 1AG, LL57 1BF, LL57 1BQ, LL57 1EP, LL57 1EW, LL57 1HX, LL57 1PD, LL57 1PL, LL57 1PQ, LL57 1PW, LL57 1UD, LL57 1UE, LL57 1UH, LL57 1UL, LL57 1UP, LL57 1US, LL57 1UT, LL57 1UY, LL57 1YA, LL57 1YB, LL57 1YD, LL57 1YE, LL57 1YF, LL57 1YG, LL57 1YH, LL57 1YL, LL57 1ZD, LL57 1ZP, LL57 1ZQ, LL57 1ZR",275,204,71
W00000389,LL57,"LL57 2AJ, LL57 2AQ, LL57 2UJ, LL57 2UQ, LL57 2YE, LL57 2YG, LL57 2YJ, LL57 4LS, LL57 4LT",239,140,99
W00000328,LL57,"LL57 4SJ, LL57 4SR, LL57 4ST, LL57 4SU, LL57 4TB, LL57 4TE, LL57 4TG, LL57 4TU, LL57 4TY",327,178,149
W00000329,LL57,"LL57 4DG, LL57 4SG, LL57 4SH, LL57 4SL, LL57 4SN, LL57 4SW, LL57 4SX, LL57 4SY, LL57 4TA, LL57 4TJ, LL57 4TP",293,164,129
W00000371,LL57,"LL57 2BJ, LL57 2HX, LL57 2HZ, LL57 2LD, LL57 2LE, LL57 2LN, LL57 2LX, LL57 2RJ",279,102,177
W00000330,LL57,"LL57 2AW, LL57 2BX, LL57 2DJ, LL57 2DQ, LL57 2LJ, LL57 2LQ, LL57 2LZ, LL57 4TN, LL57 4TW",584,228,356
W00000332,LL57,"LL57 2BQ, LL57 4TF, LL57 4TH, LL57 4TL, LL57 4TR, LL57 4XF, LL57 4XG",279,118,161
W00000363,LL57,"LL57 3EE, LL57 3EF, LL57 3EL, LL57 3EN, LL57 3EP, LL57 3EU, LL57 3EW, LL57 3EX, LL57 3LW",288,81,207
W00000364,LL57,"LL57 3DY, LL57 3ER, LL57 3ES, LL57 3ET, LL57 3EY, LL57 3HA, LL57 3HB, LL57 3HD, LL57 3HE, LL57 3HF, LL57 3HG, LL57 3HH, LL57 3HJ, LL57 3HL, LL57 3HN, LL57 3HP, LL57 3HR, LL57 3HS, LL57 3HT, LL57 3HU, LL57 3HW, LL57 3HY, LL57 3SD",278,99,179
W00000365,LL57,"LL57 3DP, LL57 3DU, LL57 3EA, LL57 3EB, LL57 3ED, LL57 3EG, LL57 3EH, LL57 3EJ, LL57 3UN",306,53,253
W00000369,LL57,"LL57 3BX, LL57 3BZ, LL57 3LQ, LL57 3PS, LL57 3PT, LL57 3PU, LL57 3PY, LL57 3PZ, LL57 3RA, LL57 3RB, LL57 3RD, LL57 3RE, LL57 3RF, LL57 3RG, LL57 3TY, LL57 3UB, LL57 3UD",290,92,198
W00000366,LL57,"LL57 3DT, LL57 3RS, LL57 3RT, LL57 3RU, LL57 3RX, LL57 3RY, LL57 3SA, LL57 3SB, LL57 3SE, LL57 3SF, LL57 3SH, LL57 3SJ, LL57 3SL",364,79,285
W00000331,LL57,"LL57 2AX, LL57 4SP, LL57 4TD, LL57 4TQ, LL57 4TS, LL57 4TT",460,248,212
W00000390,LL57,"LL57 2WB, LL57 2WD, LL57 2WE, LL57 2XZ, LL57 2YA, LL57 2YF, LL57 2YH, LL57 2YQ, LL57 4LR, LL57 4LU",328,180,148
W00010660,LL57,"LL57 1LE, LL57 1LF, LL57 1LG, LL57 1PF, LL57 1PG, LL57 1PN, LL57 1PS, LL57 1PY, LL57 1RG, LL57 1TU, LL57 1TY, LL57 1UF, LL57 1UG, LL57 1YN, LL57 2UN, LL57 2UX",93,47,46
W00000392,LL57,"LL57 2UG, LL57 2YL, LL57 2YN, LL57 2YP, LL57 2YS, LL57 2YT, LL57 2YU, LL57 2YW",276,168,108
W00000469,LL57,"LL57 2DP, LL57 2DR, LL57 2DS, LL57 2DU, LL57 2DY, LL57 2EA, LL57 2EB, LL57 2ED, LL57 2EE, LL57 2EF, LL57 2EH, LL57 2EL, LL57 2FA, LL57 2HN, LL57 2HW, LL57 2JW, LL57 2PY, LL57 2TW, LL57 2UW",367,271,96
W00000470,LL57,"LL57 2ER, LL57 2EY, LL57 2HA, LL57 2HB, LL57 2HD, LL57 2HF",302,209,93
W00000472,LL57,"LL57 2AA, LL57 2EG, LL57 2ET, LL57 2EU, LL57 2GA, LL57 2HE, LL57 2JB, LL57 2PT, LL57 2RA, LL57 2RB, LL57 2RD",305,242,63
W00000490,LL57,"LL57 3DR, LL57 3DW, LL57 3LT, LL57 3LU, LL57 3LY, LL57 3ND, LL57 3NP, LL57 3NQ, LL57 3NR, LL57 3NW, LL57 4AQ",317,51,266
W00000491,LL57,"LL57 3AD, LL57 3AF, LL57 3AG, LL57 3AN, LL57 3AP, LL57 3AR, LL57 3AS, LL57 3AT, LL57 3AU, LL57 3AW, LL57 3AY, LL57 3BA, LL57 3BU, LL57 3DA, LL57 3DD",267,115,152
W00000492,LL57,"LL57 3DE, LL57 3DS, LL57 3NF, LL57 3NG, LL57 3NH, LL57 3NN",311,51,260
W00000493,LL57,"LL57 3AA, LL57 3AB, LL57 3AE, LL57 3AH, LL57 3AL, LL57 3NA, LL57 3NB, LL57 3NE, LL57 3NJ, LL57 3NL, LL57 3NX, LL57 3WY",210,69,141
W00000494,LL57,"LL57 3BB, LL57 3BD, LL57 3BH, LL57 3BN, LL57 3BS, LL57 3BT, LL57 3BW, LL57 3BY, LL57 3DB, LL57 3LP, LL57 3RZ, LL57 3SQ, LL57 3ZD, LL57 3ZG, LL57 3ZH, LL57 3ZL, LL57 3ZN",297,88,209
W00000495,LL57,"LL57 3BE, LL57 3BF, LL57 3BG, LL57 3BJ, LL57 3BL, LL57 3BP, LL57 3NS, LL57 3NT, LL57 3NU, LL57 3PB, LL57 3PD, LL57 3PJ, LL57 3SG",249,45,204
W00000496,LL57,"LL57 3GA, LL57 3GB, LL57 3PF, LL57 3PG, LL57 3PH, LL57 3PP, LL57 3PR, LL57 3PW",343,45,298
W00000497,LL57,"LL57 3NY, LL57 3PA, LL57 3PE, LL57 3PL, LL57 3PN, LL57 3RW, LL57 3SW",329,51,278
W00000524,LL57,"LL57 2DN, LL57 2DW, LL57 2EJ, LL57 2EX, LL57 2HR, LL57 2JF, LL57 2JZ, LL57 2LP, LL57 2LR, LL57 2LW, LL57 2LY, LL57 2NA, LL57 2ND, LL57 2NE, LL57 2RQ",430,187,243
W00000523,LL57,"LL57 4UF, LL57 4UN, LL57 4UP, LL57 4UR, LL57 4UU, LL57 4UW, LL57 4ZE",256,101,155
W00000521,LL57,"LL57 4DP, LL57 4DR, LL57 4DS, LL57 4DT, LL57 4DU, LL57 4TX, LL57 4UB, LL57 4UD, LL57 4UE, LL57 4UG, LL57 4UH, LL57 4UL",245,107,138
W00000520,LL57,"LL57 2DL, LL57 2LS, LL57 2LT, LL57 2LU, LL57 2NF, LL57 2NJ, LL57 2NL, LL57 2NN, LL57 2NQ, LL57 2NZ, LL57 2PD, LL57 2RZ, LL57 2SJ",358,148,210
W00000519,LL57,"LL57 2BF, LL57 2DH, LL57 2DT, LL57 2DX, LL57 2DZ, LL57 2JE, LL57 2NB, LL57 2NG, LL57 2NH, LL57 2NR, LL57 2NY, LL57 2PF, LL57 2PG, LL57 2PH, LL57 2PL, LL57 2PN, LL57 2PS, LL57 2PW, LL57 2QL, LL57 2QN",532,228,304
W00000505,LL57,"LL57 4EL, LL57 4EP, LL57 4ER, LL57 4ES, LL57 4ET, LL57 4EU, LL57 4EY, LL57 4GA, LL57 4HA, LL57 4HD, LL57 4HG",297,110,187
W00000468,LL57,"LL57 2AB, LL57 2AD, LL57 2AE, LL57 2AF, LL57 2AG, LL57 2AH, LL57 2AL, LL57 2AN, LL57 2AP, LL57 2AR, LL57 2AS, LL57 2AT, LL57 2AU, LL57 2AY, LL57 2BA, LL57 2BB, LL57 2BD, LL57 2JJ, LL57 2JU, LL57 2PR, LL57 2PU",471,406,65
W00000467,LL57,"LL57 1LY, LL57 1NA, LL57 1NB, LL57 1ND, LL57 1NF",316,163,153
W00000466,LL57,"LL57 1LQ, LL57 1LT, LL57 1LU, LL57 1LW, LL57 1NE",326,167,159
W00000465,LL57,"LL57 1EG, LL57 1LR, LL57 1LS, LL57 1SS, LL57 1SY, LL57 1TA, LL57 1TG, LL57 1TH, LL57 1TL",293,130,163
W00000394,LL57,"LL57 1AJ, LL57 1AQ, LL57 1AX, LL57 1AZ, LL57 1BG, LL57 1BZ, LL57 1DB, LL57 1DJ, LL57 1DL, LL57 1EA, LL57 1PJ, LL57 1YQ, LL57 1YR, LL57 1YS, LL57 1YT, LL57 1YX, LL57 1YY, LL57 1ZE, LL57 1ZG, LL57 1ZN",336,225,111
W00000395,LL57,"LL57 1AL, LL57 1AN, LL57 1AP, LL57 1AR, LL57 1AW, LL57 1AY, LL57 1BA, LL57 1YJ, LL57 1YP, LL57 1YW",373,231,142
W00000396,LL57,"LL57 1AF, LL57 1AH, LL57 1BB, LL57 1BD, LL57 1BE, LL57 1BH, LL57 1BJ, LL57 1BN, LL57 1BX, LL57 1DP, LL57 1DU",340,224,116
W00000397,LL57,"LL57 1AB, LL57 1AS, LL57 1AT, LL57 1AU, LL57 1BT, LL57 1BU, LL57 1BW, LL57 2SD",266,184,82
W00000398,LL57,"LL57 1BL, LL57 1BP, LL57 1BS, LL57 1BY, LL57 1DA, LL57 1DD, LL57 1DE, LL57 1DF, LL57 1DG, LL57 1DH",204,110,94
W00010693,LL57,"LL57 1DZ, LL57 1EJ, LL57 1EQ, LL57 1HU, LL57 1NS, LL57 1PP, LL57 2BZ",739,657,82
W00010678,LL57,"LL57 2QA, LL57 2QB, LL57 2QE, LL57 2QF, LL57 2QJ",287,77,210
W00010675,LL57,"LL57 2NS, LL57 2NT, LL57 2NU, LL57 2PB, LL57 2SX, LL57 4DB, LL57 4DD",281,96,185
W00000391,LL57,"LL57 2QD, LL57 2QQ, LL57 2QW, LL57 2TN, LL57 2YD, LL57 4DH, LL57 4DL, LL57 4DN, LL57 4DW, LL57 4RU, LL57 4SB, LL57 4SD, LL57 4SE, LL57 4SF",208,124,84
W00010669,LL57,"LL57 2NW, LL57 2QG, LL57 2QH, LL57 2QP, LL57 2QR, LL57 4BY, LL57 4DA",302,102,200
W00000257,LL57,"LL57 3UY, LL57 3UZ, LL57 3WA, LL57 3WB, LL57 3YA, LL57 3YB, LL57 3YJ",168,52,116
W00000256,LL57,"LL57 3UR, LL57 3UT, LL57 3UU, LL57 3YS, LL57 3YT, LL57 3YU",246,96,150
W00000255,LL57,"LL57 4AA, LL57 4AB, LL57 4AD, LL57 4BG, LL57 4FL, LL57 4HN, LL57 4HP, LL57 4HR, LL57 4HS, LL57 4HT, LL57 4HU, LL57 4HW, LL57 4HY, LL57 4LA, LL57 4LB, LL57 4LD, LL57 4LE, LL57 4LF, LL57 4LG, LL57 4LH, LL57 4SS, LL57 4YH",315,167,148
W00000460,LL57,"LL57 1PH, LL57 1PX, LL57 1PZ, LL57 1SB, LL57 1SG, LL57 1SH, LL57 1SU",299,181,118
W00000461,LL57,"LL57 1SD, LL57 1SL, LL57 1SN, LL57 1SP, LL57 1SR, LL57 1SW, LL57 1TS, LL57 1TT",181,92,89
W00000462,LL57,"LL57 1EH, LL57 1ST, LL57 1TB, LL57 1TD, LL57 1TE, LL57 1TJ, LL57 1TN",342,144,198
W00000463,LL57,"LL57 1HQ, LL57 1SE, LL57 1SF, LL57 1SJ",277,139,138
W00000464,LL57,"LL57 1NG, LL57 1NH, LL57 1TF",331,164,167
W00010651,LL57,"LL57 1DQ, LL57 1LB, LL57 1LD, LL57 1LJ, LL57 1LX, LL57 1LZ, LL57 1NL, LL57 1NP, LL57 1NR, LL57 2UP, LL57 2UR",234,207,27
W00000368,LL57,"LL57 3RH, LL57 3RJ, LL57 3RL, LL57 3RN, LL57 3SP, LL57 3SR, LL57 3SS, LL57 3ST, LL57 3TH, LL57 3TL, LL57 3TN, LL57 3TP, LL57 3TR, LL57 3TS, LL57 3TT, LL57 3TU, LL57 3TW, LL57 3UA",313,90,223
W00000595,LL57,"LL57 4AL, LL57 4AN, LL57 4AT, LL57 4AU, LL57 4AY, LL57 4PR, LL57 4PY, LL57 4RA, LL57 4RB, LL57 4RE, LL57 4RF, LL57 4RH, LL57 4RP",339,113,226
W00000594,LL57,"LL57 4AE, LL57 4AF, LL57 4AG, LL57 4NA, LL57 4NB, LL57 4ND, LL57 4NE, LL57 4NF, LL57 4NG, LL57 4NL, LL57 4NW, LL57 4PB, LL57 4PD, LL57 4RR",278,71,207
W00010048,LL57,"LL57 2BT, LL57 2BY, LL57 2DB, LL57 2DD, LL57 2DE, LL57 2DF, LL57 2DG, LL57 2PP, LL57 2RL, LL57 2RP, LL57 2SB, LL57 2TF, LL57 2TH, LL57 2TL, LL57 2TQ",169,122,47
W00010046,LL57,"LL57 1AD, LL57 2RS, LL57 2RT, LL57 2RU, LL57 2RY, LL57 2SA, LL57 2SE, LL57 2SG, LL57 2SZ, LL57 2TA, LL57 2TD, LL57 2TE",372,287,85
W00010049,LL57,"LL57 2BE, LL57 2BG, LL57 2BH, LL57 2BL, LL57 2BN, LL57 2BP, LL57 2BW, LL57 2GB, LL57 2GE, LL57 2GF, LL57 2GL, LL57 2GP, LL57 2GS, LL57 2GT, LL57 2GU, LL57 2GW, LL57 2GX, LL57 2HG, LL57 2HJ, LL57 2HL, LL57 2HP, LL57 2HQ, LL57 2JA, LL57 2JD, LL57 2JN, LL57 2JP, LL57 2JR, LL57 2JS, LL57 2JT, LL57 2JX, LL57 2JY, LL57 2PE, LL57 2PJ, LL57 2PQ, LL57 2PX, LL57 2PZ",1472,1152,320
W00000593,LL57,"LL57 4AH, LL57 4AP, LL57 4AS, LL57 4AW, LL57 4YQ",275,76,199
W00010051,LL57,"LL57 2EN, LL57 2EP, LL57 2EQ, LL57 2ES, LL57 2EW, LL57 2HH, LL57 2JQ",120,75,45
W00000596,LL57,"LL57 4AR, LL57 4NH, LL57 4PE, LL57 4PF, LL57 4PG, LL57 4PH, LL57 4PL, LL57 4PN, LL57 4PP, LL57 4PS, LL57 4PT, LL57 4PU, LL57 4PW, LL57 4RD, LL57 4RG, LL57 4RJ, LL57 4RL",321,79,242
W00000597,LL57,"LL57 4AJ, LL57 4AX, LL57 4AZ, LL57 4BQ, LL57 4DQ, LL57 4NN, LL57 4NP, LL57 4NR, LL57 4NS, LL57 4NT, LL57 4YD, LL57 4YN, LL57 4YP, LL57 4YR, LL57 4YS, LL57 4YT, LL57 4YU, LL57 4YW, LL57 4YY",251,101,150
W00000599,LL57,"LL57 3BQ, LL57 3DQ, LL57 3LZ, LL57 4BJ, LL57 4BX, LL57 4BZ, LL57 4DJ, LL57 4DZ, LL57 4FF, LL57 4FJ, LL57 4LQ, LL57 4LZ, LL57 4NU, LL57 4NY, LL57 4PA, LL57 4RN, LL57 4YG, LL57 4YL",304,93,211
W00000598,LL57,"LL57 4BA, LL57 4BB, LL57 4BD, LL57 4BE, LL57 4DX, LL57 4EJ, LL57 4EQ, LL57 4LJ, LL57 4LX, LL57 4RW, LL57 4UT, LL57 4UX",297,133,164
W00000130,LL58,"LL58 8PA, LL58 8PB, LL58 8PD, LL58 8PE, LL58 8PF, LL58 8PG, LL58 8PH, LL58 8PN, LL58 8SA, LL58 8SE, LL58 8SY",166,104,62
W00000175,LL58,"LL58 8AQ, LL58 8LW, LL58 8PL, LL58 8PP, LL58 8PW, LL58 8TH, LL58 8TL, LL58 8TN, LL58 8TR, LL58 8TS, LL58 8UB, LL58 8UD, LL58 8UL, LL58 8UN, LL58 8UP, LL58 8UR, LL58 8UT, LL58 8UU, LL58 8UW, LL58 8UY, LL58 8WY, LL58 8XB, LL58 8YA, LL58 8YB, LL58 8YD, LL58 8YE, LL58 8YF, LL58 8YG",380,190,190
W00000174,LL58,"LL58 8TP, LL58 8TT, LL58 8TU, LL58 8TW, LL58 8TX, LL58 8TY, LL58 8UA, LL58 8UE, LL58 8UF, LL58 8UG, LL58 8UH",251,111,140
W00000014,LL58,"LL58 8HU, LL58 8HY, LL58 8LB, LL58 8LD, LL58 8LE, LL58 8LF, LL58 8LG, LL58 8LH, LL58 8LJ, LL58 8LL, LL58 8YP, LL58 8YS, LL58 8YT, LL58 8YU, LL58 8YY",251,152,99
W00000015,LL58,"LL58 8LN, LL58 8LP, LL58 8LQ, LL58 8LR, LL58 8PR, LL58 8PS, LL58 8PT, LL58 8RB, LL58 8RD, LL58 8RE, LL58 8RF, LL58 8RG, LL58 8RH, LL58 8RL, LL58 8ZF, LL58 8ZG, LL58 8ZH",227,166,61
W00000017,LL58,"LL58 8AB, LL58 8AD, LL58 8DN, LL58 8DP, LL58 8DR, LL58 8DU, LL58 8DW, LL58 8EB, LL58 8ED, LL58 8EE, LL58 8EG, LL58 8EJ, LL58 8EN, LL58 8ER, LL58 8EW",183,106,77
W00000129,LL58,"LL58 8AT, LL58 8NS, LL58 8NT, LL58 8NU, LL58 8RN, LL58 8RY, LL58 8SB, LL58 8YZ",301,184,117
W00000018,LL58,"LL58 8ES, LL58 8HD, LL58 8HE, LL58 8HF, LL58 8HP, LL58 8HW",211,128,83
W00000019,LL58,"LL58 8AA, LL58 8AF, LL58 8AG, LL58 8AL, LL58 8AN, LL58 8AP, LL58 8AS, LL58 8AU, LL58 8AW, LL58 8AY, LL58 8BP, LL58 8BQ, LL58 8BS, LL58 8BT, LL58 8BU, LL58 8BW, LL58 8BY, LL58 8DA, LL58 8DB, LL58 8DE, LL58 8DL, LL58 8RA",149,108,41
W00000021,LL58,"LL58 8AH, LL58 8AJ, LL58 8AR, LL58 8BA, LL58 8BB, LL58 8BD, LL58 8BE, LL58 8BG, LL58 8BH, LL58 8BL, LL58 8BN, LL58 8DD, LL58 8DS, LL58 8DT, LL58 8EF, LL58 8YH, LL58 8YL, LL58 8YN",170,104,66
W00000062,LL58,"LL58 8AZ, LL58 8YR, LL58 8YW, LL59 5PH, LL59 5RY, LL59 5SA, LL59 5SD, LL59 5SE, LL59 5SF, LL59 5SG, LL59 5SH, LL59 5SL, LL59 5SN, LL59 5SP, LL59 5SR, LL59 5ST, LL59 5SW, LL75 8YP",379,143,236
W00000131,LL58,"LL58 8RP, LL58 8RR, LL58 8RS, LL58 8RT, LL58 8RU, LL58 8RW, LL58 8SD, LL58 8SF, LL58 8SG, LL58 8SH, LL58 8SL, LL58 8SN, LL58 8SP, LL58 8SR, LL58 8SS, LL58 8ST, LL58 8SU, LL58 8SW, LL58 8TA, LL58 8TB",198,134,64
W00000127,LL58,"LL58 8LU, LL58 8NB, LL58 8ND, LL58 8NE, LL58 8NF, LL58 8NG, LL58 8NH, LL58 8NL, LL58 8NN, LL58 8NP, LL58 8NR, LL58 8NW, LL58 8NY",288,122,166
W00000020,LL58,"LL58 8AE, LL58 8AX, LL58 8DY, LL58 8EA, LL58 8EH, LL58 8EL, LL58 8EP, LL58 8ET, LL58 8EU, LL58 8EY, LL58 8HA, LL58 8HR, LL58 8LA",193,107,86
W00000016,LL58,"LL58 8HB, LL58 8HG, LL58 8HH, LL58 8HL, LL58 8HN, LL58 8YQ, LL58 8YX",200,130,70
W00000128,LL58,"LL58 8LS, LL58 8LT, LL58 8LX, LL58 8LY, LL58 8NA",274,117,157
W00000215,LL59,"LL59 5DA, LL59 5EJ, LL59 5QH, LL59 5QJ, LL59 5RP, LL59 5RS, LL59 5RW",250,105,145
W00000217,LL59,"LL59 5AF, LL59 5BB, LL59 5BF, LL59 5BG, LL59 5BL, LL59 5BP, LL59 5HY, LL59 5LB, LL59 5NF",292,129,163
W00000218,LL59,"LL59 5BH, LL59 5DS, LL59 5LD",245,101,144
W00000219,LL59,"LL59 5LE, LL59 5LF, LL59 5LH, LL59 5LL, LL59 5LN, LL59 5LP, LL59 5LS, LL59 5ND",264,92,172
W00000063,LL59,"LL59 5AQ, LL59 5PL, LL59 5PN, LL59 5PP, LL59 5PR, LL59 5PS, LL59 5PT, LL59 5PU, LL59 5PW, LL59 5PY, LL59 5RA, LL59 5RB, LL59 5RR, LL59 5RT, LL59 5SB, LL59 5UH",271,130,141
W00000061,LL59,"LL59 5NL, LL59 5NP, LL59 5QU, LL59 5TA, LL59 5TB, LL59 5TD, LL59 5TE, LL59 5TF, LL59 5TG, LL59 5TH, LL59 5TN, LL59 5TW, LL59 5UT, LL59 5YF, LL59 5ZQ",264,123,141
W00000214,LL59,"LL59 5HP, LL59 5NE, LL59 5QL, LL59 5QN, LL59 5QZ",340,138,202
W00000060,LL59,"LL59 5NN, LL59 5NR, LL59 5NS, LL59 5NT, LL59 5NY, LL59 5PA, LL59 5QP, LL59 5QX, LL59 5TL, LL59 5TP, LL59 5TR, LL59 5TS, LL59 5TT, LL59 5TU, LL59 5UA, LL59 5UG, LL59 5UL, LL59 5UN, LL59 5UU, LL59 5UY, LL59 5YG",247,125,122
W00000058,LL59,"LL59 5NU, LL59 5PB, LL59 5PD, LL59 5PE, LL59 5PF, LL59 5PG, LL59 5RL, LL59 5UB, LL59 5UD, LL59 5UE, LL59 5UF, LL59 5YA, LL59 5YD, LL59 5YE",261,144,117
W00000057,LL59,"LL59 5AZ, LL59 5RD, LL59 5UW, LL59 5YB, LL59 5YH",418,147,271
W00000051,LL59,"LL59 5AA, LL59 5AP, LL59 5DT, LL59 5DU, LL59 5EA, LL59 5HD, LL59 5HU, LL59 5LA, LL59 5LJ, LL59 5LY, LL59 5NA, LL59 5QY, LL59 5RE, LL59 5RG, LL59 5RH, LL59 5RN, LL59 5SS, LL59 5SU, LL59 5SY",317,147,170
W00000050,LL59,"LL59 5AG, LL59 5AH, LL59 5AL, LL59 5AN, LL59 5AR, LL59 5AT, LL59 5AW, LL59 5BA, LL59 5DD, LL59 5DF, LL59 5DL, LL59 5DN, LL59 5EB, LL59 5HS, LL59 5HT, LL59 5QW, LL59 5WQ, LL59 5WY",200,112,88
W00000049,LL59,"LL59 5AB, LL59 5AU, LL59 5AY, LL59 5BD, LL59 5BU, LL59 5DG, LL59 5DH, LL59 5DP, LL59 5ED, LL59 5EE, LL59 5EF, LL59 5EG, LL59 5EH, LL59 5EL, LL59 5EN, LL59 5EP, LL59 5ER, LL59 5ES, LL59 5EU, LL59 5EW, LL59 5NG, LL59 5NW",224,130,94
W00000048,LL59,"LL59 5AJ, LL59 5AS, LL59 5DB, LL59 5DE, LL59 5DR, LL59 5DW, LL59 5DY, LL59 5ET, LL59 5EY, LL59 5FZ, LL59 5HA, LL59 5HB, LL59 5HE, LL59 5HF, LL59 5HG, LL59 5HH, LL59 5HL, LL59 5HN, LL59 5HW",257,154,103
W00000059,LL59,"LL59 5TY, LL59 5UP, LL59 5UR, LL59 5WA",290,91,199
W00000213,LL59,"LL59 5AD, LL59 5AE, LL59 5AX, LL59 5BE, LL59 5BN, LL59 5BS, LL59 5BT, LL59 5BW, LL59 5BY, LL59 5DX, LL59 5NH, LL59 5ZR, LL59 5ZW",316,158,158
